model_name,model_slug,task_slug,category,score,eval_date
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,dimval-metathesis-lang-learning,lang-learning,0.453846,2026-04-12T23:00:51.68261Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,drelkovak-harmony-lang-learning,lang-learning,0.25,2026-04-12T23:00:40.561273Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,drelvak-reduplication-lang-learning,lang-learning,0.5,2026-04-13T00:11:09.455844Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,grelkan-suppletion-lang-learning,lang-learning,0.24,2026-04-13T02:13:03.382901Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,drafnelt-switch-reference-lang-learning,lang-learning,1.0,2026-04-12T23:03:53.225655Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,kelstran-tone-lang-learning,lang-learning,0.5,2026-04-12T23:58:31.145897Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,prentova-allomorphy-wugtest-lang-learning,lang-learning,0.653571,2026-04-12T23:51:39.861764Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,skelth-allomorph-lang-learning,lang-learning,0.75,2026-04-12T23:49:00.156193Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,gwelthar-mirative-evidential-tone-lang-learning,lang-learning,0.25,2026-04-12T23:45:32.023121Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,norkvash-scalar-lang-learning,lang-learning,0.25,2026-04-12T23:42:25.655615Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,sklonveth-root-pattern-lang-learning,lang-learning,0.457143,2026-04-12T23:39:48.567894Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,skovar-deletion-lang-learning,lang-learning,0.5,2026-04-12T23:37:04.149433Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,strelkov-ergative-lang-learning,lang-learning,1.0,2026-04-12T23:36:05.039334Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,telvari-evidentiality-lang-learning,lang-learning,1.0,2026-04-12T23:36:07.877243Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,vrendel-templatic-lang-learning,lang-learning,0.75,2026-04-12T23:28:21.676109Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,wukal-tones-lang-learning,lang-learning,0.472727,2026-04-12T23:20:50.266859Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,vrelthan-rule-interaction-lang-learning,lang-learning,0.425,2026-04-12T23:16:59.309796Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,threlkav-scope-ergativity-lang-learning,lang-learning,1.0,2026-04-12T23:16:53.790101Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,trenval-bleeding-lang-learning,lang-learning,0.680769,2026-04-12T23:13:53.450435Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,trevkovan-gradation-lang-learning,lang-learning,0.5,2026-04-12T23:08:49.790899Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,arithmetic-next-rf-learning,rf-learning,0.1286,2026-04-16T01:38:23.04165Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,affine-cipher-word-rf-learning,rf-learning,0.0,2026-04-13T02:51:53.576434Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,battleship-1d-rf-learning,rf-learning,0.0,2026-04-13T03:07:47.330471Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,battleship-two-ships-rf-learning,rf-learning,1.0,2026-04-13T03:04:34.880551Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,chebyshev-point-rf-learning,rf-learning,1.0,2026-04-13T10:45:38.276645Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,coin-balance-rf-learning,rf-learning,0.8,2026-04-13T03:13:34.525057Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,bitstring-hamming-rf-learning,rf-learning,0.7852,2026-04-13T03:23:31.806883Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,collatz-length-rf-learning,rf-learning,0.0436,2026-04-13T03:28:36.09236Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,crt-unique-rf-learning,rf-learning,0.8088,2026-04-13T03:33:37.961432Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,base7-decode-rf-learning,rf-learning,0.1063,2026-04-13T03:53:31.110334Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,cubic-eval-rf-learning,rf-learning,0.9898,2026-04-13T03:58:32.930804Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,digitwise-l1-rf-learning,rf-learning,0.1704,2026-04-13T04:08:29.469841Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,divisor-count-rf-learning,rf-learning,0.8,2026-04-13T04:13:31.167219Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,fib-like-next-rf-learning,rf-learning,0.8625,2026-04-13T04:28:37.80052Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,graph-shortest-path-rf-learning,rf-learning,0.8881,2026-04-13T04:38:34.883987Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,gray-hamming-rf-learning,rf-learning,0.15,2026-04-13T04:43:33.045638Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,hanoi-two-rf-learning,rf-learning,0.8977,2026-04-15T12:56:06.897637Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,manhattan-point-rf-learning,rf-learning,1.0,2026-04-13T18:06:55.283358Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,mastermind-aggregate-rf-learning,rf-learning,0.16,2026-04-15T13:07:21.991002Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,perm-footrule-rf-learning,rf-learning,0.0,2026-04-13T22:22:04.031342Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,recurrence-second-order-rf-learning,rf-learning,0.9,2026-04-13T22:27:07.349781Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,quadratic-root-rf-learning,rf-learning,1.0,2026-04-13T22:32:06.670327Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,product-hotcold-rf-learning,rf-learning,0.9625,2026-04-13T22:37:09.929316Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,rule90-step-rf-learning,rf-learning,1.0,2026-04-13T22:42:12.913294Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,shift-cipher-rf-learning,rf-learning,0.8714,2026-04-16T01:42:27.990287Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,sudoku-2x2-rf-learning,rf-learning,0.02,2026-04-13T22:57:06.7672Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,sum-product-xy-rf-learning,rf-learning,0.9333,2026-04-13T22:57:07.692361Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,verbal-bandit-rf-learning,rf-learning,0.9,2026-04-13T23:08:15.327974Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,wordle-micro-rf-learning,rf-learning,0.2,2026-04-13T23:08:15.618848Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,xor-subset-hamming-rf-learning,rf-learning,0.16,2026-04-13T23:17:18.76486Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,adaptive-sort-rule-proc-learning,proc-learning,0.3029,2026-04-13T15:47:51.079017Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,dialect-morphology-proc-learning,proc-learning,0.5861,2026-04-13T16:07:47.827467Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,nim-variant-proc-learning,proc-learning,0.0,2026-04-16T02:15:18.895167Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,opponent-strategy-proc-learning,proc-learning,0.4683,2026-04-16T01:58:08.602578Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,packet-filter-proc-learning,proc-learning,0.2922,2026-04-16T02:03:41.012278Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,sql-reverse-engineering-proc-learning,proc-learning,0.4333,2026-04-16T01:50:21.732651Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,state-machine-password-proc-learning,proc-learning,0.5143,2026-04-16T01:58:14.032132Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,10000,unknown,0.5,2026-04-15T15:38:33.0221Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,serial-chain-reconstruction-assoc-learning,assoc-learning,0.1,2026-04-15T15:36:11.469219Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,pelvan-agreement-lang-learning,lang-learning,0.0,2026-04-16T04:15:16.92974Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,kophar-quantity-lang-learning,lang-learning,0.75,2026-04-16T04:12:27.40999Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,mixed-radix-number-lang-learning,lang-learning,0.0,2026-04-16T04:20:39.592727Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,skolvren-polysynthetic-lang-learning,lang-learning,0.0,2026-04-16T07:12:56.400624Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,grammar-induction-proc-learning,proc-learning,0.0,2026-04-16T08:58:33.644324Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,boolean-circuit-proc-learning,proc-learning,0.26,2026-04-16T08:54:23.689273Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,voting-protocol-proc-learning,proc-learning,0.93,2026-04-16T09:04:24.1976Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,lights-out-variant-proc-learning,proc-learning,0.712,2026-04-16T10:01:45.769084Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,dralven-tone-sandhi-lang-learning,lang-learning,0.6375,2026-04-16T09:06:52.705196Z
Gemini 3.1 Flash-Lite Preview,gemini-3.1-flash-lite-preview,strevoklan-neg-lang-learning,lang-learning,0.0,2026-04-16T08:56:58.422895Z
DeepSeek V3.2,deepseek-v3.2,spurious-hue-true-edge-assoc-learning,assoc-learning,0.0,2026-04-09T11:11:01.111745Z
DeepSeek V3.2,deepseek-v3.2,inhibitory-summation-assoc-learning,assoc-learning,0.625,2026-04-09T11:16:36.92323Z
DeepSeek V3.2,deepseek-v3.2,latent-cross-binding-assoc-learning,assoc-learning,0.5,2026-04-04T10:27:16.347576Z
DeepSeek V3.2,deepseek-v3.2,latent-set-binding-assoc-learning,assoc-learning,1.0,2026-04-05T00:22:00.993789Z
DeepSeek V3.2,deepseek-v3.2,latent-set-variant-assoc-learning,assoc-learning,0.833333,2026-04-05T00:22:09.144076Z
DeepSeek V3.2,deepseek-v3.2,learned-irrelevance-assoc-learning,assoc-learning,0.75,2026-04-04T11:05:59.724129Z
DeepSeek V3.2,deepseek-v3.2,10001,unknown,0.375,2026-04-05T00:21:13.09618Z
DeepSeek V3.2,deepseek-v3.2,counterfactual-sequence-rewrite-assoc-learning,assoc-learning,0.0,2026-04-04T17:28:59.189919Z
DeepSeek V3.2,deepseek-v3.2,10002,unknown,0.5,2026-04-04T17:24:29.192028Z
DeepSeek V3.2,deepseek-v3.2,xor-attribute-binding-assoc-learning,assoc-learning,0.666667,2026-04-04T18:54:39.434171Z
DeepSeek V3.2,deepseek-v3.2,blocking-effect-assoc-learning,assoc-learning,0.75,2026-04-04T19:50:44.151729Z
DeepSeek V3.2,deepseek-v3.2,temporal-pairing-tnr-assoc-learning,assoc-learning,0.75,2026-04-04T20:07:01.248893Z
DeepSeek V3.2,deepseek-v3.2,second-order-extinction-assoc-learning,assoc-learning,0.7,2026-04-04T21:16:34.711362Z
DeepSeek V3.2,deepseek-v3.2,retrospective-revaluation-assoc-learning,assoc-learning,0.428571,2026-04-04T21:36:28.749501Z
DeepSeek V3.2,deepseek-v3.2,occasion-setting-assoc-learning,assoc-learning,0.785714,2026-04-04T22:21:55.123023Z
DeepSeek V3.2,deepseek-v3.2,temporal-pairing-kmp-assoc-learning,assoc-learning,0.5,2026-04-15T14:23:32.376804Z
DeepSeek V3.2,deepseek-v3.2,overexpectation-assoc-learning,assoc-learning,0.25,2026-04-04T22:54:43.761753Z
DeepSeek V3.2,deepseek-v3.2,sensory-preconditioning-assoc-learning,assoc-learning,0.25,2026-04-04T23:12:09.328205Z
DeepSeek V3.2,deepseek-v3.2,digit-cipher-concept-learning,concept-learning,0.4,2026-04-10T14:37:39.306135Z
DeepSeek V3.2,deepseek-v3.2,disjunctive-noise-concept-learning,concept-learning,0.0,2026-04-09T16:32:42.836521Z
DeepSeek V3.2,deepseek-v3.2,dual-recurrence-concept-learning,concept-learning,0.2,2026-04-09T16:41:39.038888Z
DeepSeek V3.2,deepseek-v3.2,encoded-triple-concept-learning,concept-learning,0.0,2026-04-09T16:55:48.057294Z
DeepSeek V3.2,deepseek-v3.2,nested-logic-concept-learning,concept-learning,0.48,2026-04-10T00:31:09.510893Z
DeepSeek V3.2,deepseek-v3.2,positional-encode-concept-learning,concept-learning,0.1,2026-04-10T13:30:27.05916Z
DeepSeek V3.2,deepseek-v3.2,layered-transform-concept-learning,concept-learning,0.0,2026-04-12T00:33:47.471749Z
DeepSeek V3.2,deepseek-v3.2,consonant-clusters-concept-learning,concept-learning,0.207143,2026-04-12T01:16:52.455016Z
DeepSeek V3.2,deepseek-v3.2,modular-subsequence-concept-learning,concept-learning,0.14,2026-04-12T01:18:45.638744Z
DeepSeek V3.2,deepseek-v3.2,semantic-override-concept-learning,concept-learning,0.3,2026-04-12T01:21:55.571826Z
DeepSeek V3.2,deepseek-v3.2,positional-mapping-concept-learning,concept-learning,0.0,2026-04-10T12:45:37.317212Z
DeepSeek V3.2,deepseek-v3.2,relational-pairs-concept-learning,concept-learning,0.51,2026-04-10T12:49:38.274741Z
DeepSeek V3.2,deepseek-v3.2,state-machine-concept-learning,concept-learning,0.3,2026-04-10T12:46:46.417516Z
DeepSeek V3.2,deepseek-v3.2,triple-parity-concept-learning,concept-learning,0.45,2026-04-10T12:49:00.288066Z
DeepSeek V3.2,deepseek-v3.2,vowel-rotation-concept-learning,concept-learning,0.0,2026-04-10T15:25:33.010501Z
DeepSeek V3.2,deepseek-v3.2,violation-counter-concept-learning,concept-learning,0.0,2026-04-10T13:36:42.967694Z
DeepSeek V3.2,deepseek-v3.2,interleave-reverse-concept-learning,concept-learning,0.0,2026-04-10T14:49:34.786345Z
DeepSeek V3.2,deepseek-v3.2,grid-transform-concept-learning,concept-learning,0.4,2026-04-10T14:53:23.699228Z
DeepSeek V3.2,deepseek-v3.2,agglutinative-morphology-obs-learning,obs-learning,0.0,2026-04-16T00:49:35.51362Z
DeepSeek V3.2,deepseek-v3.2,affine-transform-chain-obs-learning,obs-learning,0.5,2026-04-12T11:37:25.817745Z
DeepSeek V3.2,deepseek-v3.2,arithmetic-entropy-coding-obs-learning,obs-learning,0.5,2026-04-12T01:25:43.907599Z
DeepSeek V3.2,deepseek-v3.2,lfu-cache-eviction-obs-learning,obs-learning,0.25,2026-04-12T01:27:39.605798Z
DeepSeek V3.2,deepseek-v3.2,auction-mechanism-second-price-obs-learning,obs-learning,0.75,2026-04-12T02:02:56.106877Z
DeepSeek V3.2,deepseek-v3.2,codon-table-translation-obs-learning,obs-learning,1.0,2026-04-12T11:33:59.732242Z
DeepSeek V3.2,deepseek-v3.2,flow-network-capacity-obs-learning,obs-learning,0.5,2026-04-12T11:33:29.327219Z
DeepSeek V3.2,deepseek-v3.2,feistel-cipher-round-obs-learning,obs-learning,0.5,2026-04-12T11:32:04.208458Z
DeepSeek V3.2,deepseek-v3.2,hidden-matrix-fill-obs-learning,obs-learning,0.0,2026-04-12T11:28:29.853248Z
DeepSeek V3.2,deepseek-v3.2,hidden-damping-physics-obs-learning,obs-learning,0.75,2026-04-12T10:22:11.14426Z
DeepSeek V3.2,deepseek-v3.2,singleton-gate-local-max-obs-learning,obs-learning,0.5,2026-04-12T11:26:08.915924Z
DeepSeek V3.2,deepseek-v3.2,linear-feedback-shift-register-obs-learning,obs-learning,0.0,2026-04-16T00:12:39.420346Z
DeepSeek V3.2,deepseek-v3.2,lattice-meet-join-obs-learning,obs-learning,0.25,2026-04-12T11:24:11.155078Z
DeepSeek V3.2,deepseek-v3.2,phonological-alternation-harmony-obs-learning,obs-learning,0.75,2026-04-12T01:55:18.39389Z
DeepSeek V3.2,deepseek-v3.2,hidden-token-filter-obs-learning,obs-learning,0.25,2026-04-12T01:57:56.614516Z
DeepSeek V3.2,deepseek-v3.2,sigil-naming-obs-learning,obs-learning,0.25,2026-04-12T11:23:35.70702Z
DeepSeek V3.2,deepseek-v3.2,pushdown-automaton-inference-obs-learning,obs-learning,0.5,2026-04-12T10:12:11.894853Z
DeepSeek V3.2,deepseek-v3.2,mealy-machine-output-obs-learning,obs-learning,0.25,2026-04-12T02:00:07.450612Z
DeepSeek V3.2,deepseek-v3.2,pipeline-hazard-stall-counting-obs-learning,obs-learning,0.5,2026-04-12T10:42:30.290685Z
DeepSeek V3.2,deepseek-v3.2,hidden-attribute-rule-obs-learning,obs-learning,0.625,2026-04-12T10:40:41.132654Z
DeepSeek V3.2,deepseek-v3.2,shapley-values-cooperative-game-obs-learning,obs-learning,0.0,2026-04-12T11:18:31.947953Z
DeepSeek V3.2,deepseek-v3.2,ring-operations-hidden-carry-obs-learning,obs-learning,1.0,2026-04-15T23:38:28.910675Z
DeepSeek V3.2,deepseek-v3.2,hidden-modal-logic-kripke-obs-learning,obs-learning,0.5,2026-04-15T22:15:18.382507Z
DeepSeek V3.2,deepseek-v3.2,syntax-tree-rewrite-obs-learning,obs-learning,0.75,2026-04-12T01:03:21.742018Z
DeepSeek V3.2,deepseek-v3.2,regex-intersection-membership-obs-learning,obs-learning,0.75,2026-04-12T01:03:12.138973Z
DeepSeek V3.2,deepseek-v3.2,hidden-modal-logic-kripke2-obs-learning,obs-learning,0.375,2026-04-12T11:07:22.942962Z
DeepSeek V3.2,deepseek-v3.2,hidden-priority-order-obs-learning,obs-learning,0.25,2026-04-16T00:20:44.267017Z
DeepSeek V3.2,deepseek-v3.2,titration-curve-diprotic-obs-learning,obs-learning,0.6,2026-04-12T10:01:52.893248Z
DeepSeek V3.2,deepseek-v3.2,finite-state-transducer-obs-learning,obs-learning,0.0,2026-04-16T00:17:42.487869Z
DeepSeek V3.2,deepseek-v3.2,two-counter-machine-obs-learning,obs-learning,0.0,2026-04-12T00:42:47.921751Z
DeepSeek V3.2,deepseek-v3.2,dimval-metathesis-lang-learning,lang-learning,0.292308,2026-04-12T22:58:11.864623Z
DeepSeek V3.2,deepseek-v3.2,drelkovak-harmony-lang-learning,lang-learning,0.66,2026-04-12T22:58:12.533882Z
DeepSeek V3.2,deepseek-v3.2,drelvak-reduplication-lang-learning,lang-learning,0.460714,2026-04-13T00:11:05.067698Z
DeepSeek V3.2,deepseek-v3.2,grelkan-suppletion-lang-learning,lang-learning,0.6,2026-04-13T00:02:35.381268Z
DeepSeek V3.2,deepseek-v3.2,drafnelt-switch-reference-lang-learning,lang-learning,1.0,2026-04-12T23:03:53.380301Z
DeepSeek V3.2,deepseek-v3.2,kelstran-tone-lang-learning,lang-learning,0.48,2026-04-12T23:58:28.931479Z
DeepSeek V3.2,deepseek-v3.2,prentova-allomorphy-wugtest-lang-learning,lang-learning,0.3,2026-04-12T23:51:42.062709Z
DeepSeek V3.2,deepseek-v3.2,skelth-allomorph-lang-learning,lang-learning,0.589286,2026-04-12T23:49:04.170312Z
DeepSeek V3.2,deepseek-v3.2,gwelthar-mirative-evidential-tone-lang-learning,lang-learning,0.538462,2026-04-12T23:45:33.346648Z
DeepSeek V3.2,deepseek-v3.2,norkvash-scalar-lang-learning,lang-learning,0.52,2026-04-12T23:42:24.883382Z
DeepSeek V3.2,deepseek-v3.2,sklonveth-root-pattern-lang-learning,lang-learning,0.371429,2026-04-12T23:39:50.119026Z
DeepSeek V3.2,deepseek-v3.2,skovar-deletion-lang-learning,lang-learning,0.6375,2026-04-12T23:37:10.249371Z
DeepSeek V3.2,deepseek-v3.2,strelkov-ergative-lang-learning,lang-learning,0.75,2026-04-12T23:36:05.152064Z
DeepSeek V3.2,deepseek-v3.2,telvari-evidentiality-lang-learning,lang-learning,0.890909,2026-04-12T23:36:01.890855Z
DeepSeek V3.2,deepseek-v3.2,vrendel-templatic-lang-learning,lang-learning,0.0,2026-04-12T23:42:33.629973Z
DeepSeek V3.2,deepseek-v3.2,wukal-tones-lang-learning,lang-learning,0.445455,2026-04-12T23:20:52.564024Z
DeepSeek V3.2,deepseek-v3.2,vrelthan-rule-interaction-lang-learning,lang-learning,0.45,2026-04-12T23:18:12.387752Z
DeepSeek V3.2,deepseek-v3.2,threlkav-scope-ergativity-lang-learning,lang-learning,0.890909,2026-04-12T23:16:52.019738Z
DeepSeek V3.2,deepseek-v3.2,trenval-bleeding-lang-learning,lang-learning,0.492308,2026-04-12T23:13:56.536745Z
DeepSeek V3.2,deepseek-v3.2,trevkovan-gradation-lang-learning,lang-learning,0.371429,2026-04-12T23:08:48.315323Z
DeepSeek V3.2,deepseek-v3.2,arithmetic-next-rf-learning,rf-learning,0.1286,2026-04-13T02:50:27.391835Z
DeepSeek V3.2,deepseek-v3.2,affine-cipher-word-rf-learning,rf-learning,0.0,2026-04-13T02:51:57.276828Z
DeepSeek V3.2,deepseek-v3.2,battleship-1d-rf-learning,rf-learning,0.9404,2026-04-13T03:18:32.989424Z
DeepSeek V3.2,deepseek-v3.2,battleship-two-ships-rf-learning,rf-learning,0.1,2026-04-13T03:04:35.223509Z
DeepSeek V3.2,deepseek-v3.2,chebyshev-point-rf-learning,rf-learning,0.9827,2026-04-13T10:45:34.408179Z
DeepSeek V3.2,deepseek-v3.2,coin-balance-rf-learning,rf-learning,0.9603,2026-04-13T03:13:34.826244Z
DeepSeek V3.2,deepseek-v3.2,bitstring-hamming-rf-learning,rf-learning,0.1143,2026-04-13T03:23:32.454798Z
DeepSeek V3.2,deepseek-v3.2,collatz-length-rf-learning,rf-learning,0.1024,2026-04-13T03:28:31.74709Z
DeepSeek V3.2,deepseek-v3.2,crt-unique-rf-learning,rf-learning,0.8088,2026-04-13T03:33:37.36377Z
DeepSeek V3.2,deepseek-v3.2,base7-decode-rf-learning,rf-learning,1.0,2026-04-13T03:53:38.292461Z
DeepSeek V3.2,deepseek-v3.2,cubic-eval-rf-learning,rf-learning,0.9693,2026-04-13T03:58:32.534653Z
DeepSeek V3.2,deepseek-v3.2,digitwise-l1-rf-learning,rf-learning,0.1659,2026-04-13T04:03:39.494577Z
DeepSeek V3.2,deepseek-v3.2,divisor-count-rf-learning,rf-learning,0.7591,2026-04-13T04:13:30.572644Z
DeepSeek V3.2,deepseek-v3.2,fib-like-next-rf-learning,rf-learning,0.9531,2026-04-13T04:28:34.341146Z
DeepSeek V3.2,deepseek-v3.2,graph-shortest-path-rf-learning,rf-learning,0.8442,2026-04-13T04:38:32.986763Z
DeepSeek V3.2,deepseek-v3.2,gray-hamming-rf-learning,rf-learning,0.1333,2026-04-13T04:43:34.020413Z
DeepSeek V3.2,deepseek-v3.2,hanoi-two-rf-learning,rf-learning,0.2,2026-04-15T12:55:57.455501Z
DeepSeek V3.2,deepseek-v3.2,manhattan-point-rf-learning,rf-learning,0.9913,2026-04-15T22:07:31.632885Z
DeepSeek V3.2,deepseek-v3.2,mastermind-aggregate-rf-learning,rf-learning,0.2,2026-04-15T12:57:59.819798Z
DeepSeek V3.2,deepseek-v3.2,perm-footrule-rf-learning,rf-learning,0.0667,2026-04-13T22:22:03.769893Z
DeepSeek V3.2,deepseek-v3.2,recurrence-second-order-rf-learning,rf-learning,0.9481,2026-04-13T22:27:05.537089Z
DeepSeek V3.2,deepseek-v3.2,quadratic-root-rf-learning,rf-learning,0.982,2026-04-13T22:32:09.984237Z
DeepSeek V3.2,deepseek-v3.2,product-hotcold-rf-learning,rf-learning,0.1455,2026-04-13T22:42:12.816439Z
DeepSeek V3.2,deepseek-v3.2,rule90-step-rf-learning,rf-learning,0.9213,2026-04-13T22:37:10.858464Z
DeepSeek V3.2,deepseek-v3.2,shift-cipher-rf-learning,rf-learning,0.2,2026-04-13T22:48:11.649226Z
DeepSeek V3.2,deepseek-v3.2,sudoku-2x2-rf-learning,rf-learning,0.8875,2026-04-13T22:53:14.603826Z
DeepSeek V3.2,deepseek-v3.2,sum-product-xy-rf-learning,rf-learning,1.0,2026-04-13T22:57:09.203084Z
DeepSeek V3.2,deepseek-v3.2,verbal-bandit-rf-learning,rf-learning,0.2,2026-04-13T23:03:15.240963Z
DeepSeek V3.2,deepseek-v3.2,wordle-micro-rf-learning,rf-learning,0.1667,2026-04-13T23:08:12.904193Z
DeepSeek V3.2,deepseek-v3.2,xor-subset-hamming-rf-learning,rf-learning,0.16,2026-04-13T23:13:16.284419Z
DeepSeek V3.2,deepseek-v3.2,adaptive-sort-rule-proc-learning,proc-learning,0.4359,2026-04-13T15:47:44.62807Z
DeepSeek V3.2,deepseek-v3.2,dialect-morphology-proc-learning,proc-learning,0.4644,2026-04-13T16:07:46.631419Z
DeepSeek V3.2,deepseek-v3.2,nim-variant-proc-learning,proc-learning,0.0,2026-04-16T02:13:47.291107Z
DeepSeek V3.2,deepseek-v3.2,opponent-strategy-proc-learning,proc-learning,0.76,2026-04-16T01:50:56.256833Z
DeepSeek V3.2,deepseek-v3.2,packet-filter-proc-learning,proc-learning,0.275,2026-04-16T01:50:52.806689Z
DeepSeek V3.2,deepseek-v3.2,sql-reverse-engineering-proc-learning,proc-learning,0.306,2026-04-16T01:50:54.763771Z
DeepSeek V3.2,deepseek-v3.2,state-machine-password-proc-learning,proc-learning,0.52,2026-04-16T01:50:20.804204Z
DeepSeek V3.2,deepseek-v3.2,10000,unknown,0.166667,2026-04-15T15:38:12.218878Z
DeepSeek V3.2,deepseek-v3.2,serial-chain-reconstruction-assoc-learning,assoc-learning,0.1,2026-04-15T15:36:11.242372Z
DeepSeek V3.2,deepseek-v3.2,pelvan-agreement-lang-learning,lang-learning,0.0,2026-04-16T04:15:20.06651Z
DeepSeek V3.2,deepseek-v3.2,kophar-quantity-lang-learning,lang-learning,0.5,2026-04-16T04:12:27.037019Z
DeepSeek V3.2,deepseek-v3.2,mixed-radix-number-lang-learning,lang-learning,0.7,2026-04-16T04:20:39.515084Z
DeepSeek V3.2,deepseek-v3.2,skolvren-polysynthetic-lang-learning,lang-learning,0.0,2026-04-16T06:54:13.002223Z
DeepSeek V3.2,deepseek-v3.2,grammar-induction-proc-learning,proc-learning,0.0,2026-04-16T08:58:30.61002Z
DeepSeek V3.2,deepseek-v3.2,boolean-circuit-proc-learning,proc-learning,0.242,2026-04-16T08:54:27.231843Z
