task,model,phase,round,score
voting-protocol,GLM-5,practice,3,0.8875
voting-protocol,GLM-5,practice,4,1.0
voting-protocol,GLM-5,practice,5,0.775
voting-protocol,GLM-5,transfer,1,1.0
voting-protocol,GLM-5,transfer,2,1.0
voting-protocol,GLM-5,transfer,3,1.0
voting-protocol,GLM-5,transfer,4,1.0
voting-protocol,GPT-5.4,practice,1,0.0
voting-protocol,GPT-5.4,practice,2,0.0
voting-protocol,GPT-5.4,practice,3,0.0
voting-protocol,GPT-5.4,practice,4,0.0
voting-protocol,GPT-5.4,practice,5,0.0
voting-protocol,GPT-5.4,transfer,1,0.0
voting-protocol,GPT-5.4,transfer,2,0.0
voting-protocol,GPT-5.4,transfer,3,0.0
voting-protocol,GPT-5.4,transfer,4,0.0
voting-protocol,GPT-mini,practice,1,0.0
voting-protocol,GPT-mini,practice,2,0.0
voting-protocol,GPT-mini,practice,3,0.0
voting-protocol,GPT-mini,practice,4,0.0
voting-protocol,GPT-mini,practice,5,0.0
voting-protocol,GPT-mini,transfer,1,0.0
voting-protocol,GPT-mini,transfer,2,0.0
voting-protocol,GPT-mini,transfer,3,0.0
voting-protocol,GPT-mini,transfer,4,0.0
voting-protocol,GPT-nano,practice,1,0.0
voting-protocol,GPT-nano,practice,2,0.0
voting-protocol,GPT-nano,practice,3,0.0
voting-protocol,GPT-nano,practice,4,0.0
voting-protocol,GPT-nano,practice,5,0.0
voting-protocol,GPT-nano,transfer,1,0.0
voting-protocol,GPT-nano,transfer,2,0.0
voting-protocol,GPT-nano,transfer,3,0.0
voting-protocol,GPT-nano,transfer,4,0.0
voting-protocol,G-Flash,practice,1,0.8875
voting-protocol,G-Flash,practice,2,1.0
voting-protocol,G-Flash,practice,3,1.0
voting-protocol,G-Flash,practice,4,1.0
voting-protocol,G-Flash,practice,5,1.0
voting-protocol,G-Flash,transfer,1,1.0
voting-protocol,G-Flash,transfer,2,1.0
voting-protocol,G-Flash,transfer,3,1.0
voting-protocol,G-Flash,transfer,4,1.0
voting-protocol,G-Lite,practice,1,0.55
voting-protocol,G-Lite,practice,2,0.775
voting-protocol,G-Lite,practice,3,1.0
voting-protocol,G-Lite,practice,4,1.0
voting-protocol,G-Lite,practice,5,1.0
voting-protocol,G-Lite,transfer,1,1.0
voting-protocol,G-Lite,transfer,2,1.0
voting-protocol,G-Lite,transfer,3,1.0
voting-protocol,G-Lite,transfer,4,1.0
voting-protocol,G-Pro,practice,1,0.775
voting-protocol,G-Pro,practice,2,0.775
voting-protocol,G-Pro,practice,3,1.0
voting-protocol,G-Pro,practice,4,1.0
voting-protocol,G-Pro,practice,5,1.0
voting-protocol,G-Pro,transfer,1,1.0
voting-protocol,G-Pro,transfer,2,1.0
voting-protocol,G-Pro,transfer,3,1.0
voting-protocol,G-Pro,transfer,4,1.0
voting-protocol,G-Flash-3,practice,1,0.9
voting-protocol,G-Flash-3,practice,2,0.8
voting-protocol,G-Flash-3,practice,3,0.9
voting-protocol,G-Flash-3,practice,4,0.8
voting-protocol,G-Flash-3,practice,5,0.9
voting-protocol,Gemma,practice,1,0.1
voting-protocol,Gemma,practice,2,0.2125
voting-protocol,Gemma,practice,3,0.2125
voting-protocol,Gemma,practice,4,0.2125
voting-protocol,Gemma,practice,5,0.2125
voting-protocol,Gemma,transfer,1,1.0
voting-protocol,Gemma,transfer,2,1.0
voting-protocol,Gemma,transfer,3,0.0
voting-protocol,Gemma,transfer,4,0.0
voting-protocol,Qwen-I,practice,1,0.2125
voting-protocol,Qwen-I,practice,2,0.325
voting-protocol,Qwen-I,practice,3,0.1
voting-protocol,Qwen-I,practice,4,0.4375
voting-protocol,Qwen-I,practice,5,0.4375
voting-protocol,Qwen-I,transfer,1,1.0
voting-protocol,Qwen-I,transfer,2,1.0
voting-protocol,Qwen-I,transfer,3,0.0
voting-protocol,Qwen-I,transfer,4,0.0
voting-protocol,Qwen-T,practice,1,1.0
voting-protocol,Qwen-T,practice,2,0.775
voting-protocol,Qwen-T,practice,3,1.0
voting-protocol,Qwen-T,practice,4,1.0
voting-protocol,Qwen-T,practice,5,1.0
voting-protocol,Qwen-T,transfer,1,1.0
voting-protocol,Qwen-T,transfer,2,1.0
voting-protocol,Qwen-T,transfer,3,1.0
voting-protocol,Qwen-T,transfer,4,1.0
