category,category_full,task_name,model,score,tier,provider
observational,Observational Learning,titration_curve_diprotic_obs_learning,Qwen 3 Next 80B Thinking,0.4,mid,Open-source
observational,Observational Learning,finite_state_transducer_obs_learning,Qwen 3 Next 80B Thinking,1.0,mid,Open-source
observational,Observational Learning,two_counter_machine_obs_learning,Qwen 3 Next 80B Thinking,1.0,mid,Open-source
observational,Observational Learning,agglutinative_morphology_obs_learning,GLM-5,0.5,frontier,Open-source
observational,Observational Learning,affine_transform_chain_obs_learning,GLM-5,0.0,frontier,Open-source
observational,Observational Learning,arithmetic_entropy_coding_obs_learning,GLM-5,1.0,frontier,Open-source
observational,Observational Learning,deceptive_stack_machine_obs_learning,GLM-5,1.0,frontier,Open-source
observational,Observational Learning,lfu_cache_eviction_obs_learning,GLM-5,0.0,frontier,Open-source
observational,Observational Learning,auction_mechanism_second_price_obs_learning,GLM-5,1.0,frontier,Open-source
observational,Observational Learning,codon_table_translation_obs_learning,GLM-5,1.0,frontier,Open-source
observational,Observational Learning,flow_network_capacity_obs_learning,GLM-5,0.0,frontier,Open-source
observational,Observational Learning,chemical_reaction_order_obs_learning,GLM-5,0.0,frontier,Open-source
observational,Observational Learning,feistel_cipher_round_obs_learning,GLM-5,0.0,frontier,Open-source
observational,Observational Learning,custom_gravity_simulation_obs_learning,GLM-5,0.0,frontier,Open-source
observational,Observational Learning,hidden_group_operation_obs_learning,GLM-5,0.0,frontier,Open-source
observational,Observational Learning,grid_parity_path_obs_learning,GLM-5,0.0,frontier,Open-source
observational,Observational Learning,hidden_matrix_fill_obs_learning,GLM-5,1.0,frontier,Open-source
observational,Observational Learning,hidden_damping_physics_obs_learning,GLM-5,1.0,frontier,Open-source
observational,Observational Learning,hidden_graph_centrality_obs_learning,GLM-5,0.0,frontier,Open-source
observational,Observational Learning,singleton_gate_local_max_obs_learning,GLM-5,0.5,frontier,Open-source
observational,Observational Learning,linear_feedback_shift_register_obs_learning,GLM-5,0.75,frontier,Open-source
observational,Observational Learning,lattice_meet_join_obs_learning,GLM-5,0.75,frontier,Open-source
observational,Observational Learning,phonological_alternation_harmony_obs_learning,GLM-5,1.0,frontier,Open-source
observational,Observational Learning,hidden_region_classifier_obs_learning,GLM-5,1.0,frontier,Open-source
observational,Observational Learning,hidden_token_filter_obs_learning,GLM-5,0.75,frontier,Open-source
observational,Observational Learning,sigil_naming_obs_learning,GLM-5,1.0,frontier,Open-source
observational,Observational Learning,pushdown_automaton_inference_obs_learning,GLM-5,1.0,frontier,Open-source
observational,Observational Learning,mealy_machine_output_obs_learning,GLM-5,0.75,frontier,Open-source
observational,Observational Learning,pipeline_hazard_stall_counting_obs_learning,GLM-5,1.0,frontier,Open-source
observational,Observational Learning,register_machine_trace_obs_learning,GLM-5,0.75,frontier,Open-source
observational,Observational Learning,hidden_attribute_rule_obs_learning,GLM-5,0.75,frontier,Open-source
observational,Observational Learning,shapley_values_cooperative_game_obs_learning,GLM-5,1.0,frontier,Open-source
observational,Observational Learning,ring_operations_hidden_carry_obs_learning,GLM-5,1.0,frontier,Open-source
observational,Observational Learning,hidden_state_machine_obs_learning,GLM-5,0.0,frontier,Open-source
observational,Observational Learning,symbolic_glyphpair_scoring_obs_learning,GLM-5,0.0,frontier,Open-source
observational,Observational Learning,hidden_modal_logic_kripke_obs_learning,GLM-5,0.0,frontier,Open-source
observational,Observational Learning,syntax_tree_rewrite_obs_learning,GLM-5,1.0,frontier,Open-source
observational,Observational Learning,regex_intersection_membership_obs_learning,GLM-5,1.0,frontier,Open-source
observational,Observational Learning,hidden_modal_logic_kripke2_obs_learning,GLM-5,0.0,frontier,Open-source
observational,Observational Learning,hidden_priority_order_obs_learning,GLM-5,0.0,frontier,Open-source
observational,Observational Learning,titration_curve_diprotic_obs_learning,GLM-5,0.6,frontier,Open-source
observational,Observational Learning,finite_state_transducer_obs_learning,GLM-5,1.0,frontier,Open-source
observational,Observational Learning,two_counter_machine_obs_learning,GLM-5,0.6666666666666666,frontier,Open-source
observational,Observational Learning,agglutinative_morphology_obs_learning,DeepSeek V3.2,0.0,mid,Open-source
observational,Observational Learning,affine_transform_chain_obs_learning,DeepSeek V3.2,0.5,mid,Open-source
observational,Observational Learning,arithmetic_entropy_coding_obs_learning,DeepSeek V3.2,0.5,mid,Open-source
observational,Observational Learning,deceptive_stack_machine_obs_learning,DeepSeek V3.2,1.0,mid,Open-source
observational,Observational Learning,lfu_cache_eviction_obs_learning,DeepSeek V3.2,0.25,mid,Open-source
observational,Observational Learning,auction_mechanism_second_price_obs_learning,DeepSeek V3.2,0.75,mid,Open-source
observational,Observational Learning,codon_table_translation_obs_learning,DeepSeek V3.2,1.0,mid,Open-source
observational,Observational Learning,flow_network_capacity_obs_learning,DeepSeek V3.2,0.5,mid,Open-source
observational,Observational Learning,chemical_reaction_order_obs_learning,DeepSeek V3.2,0.0,mid,Open-source
observational,Observational Learning,feistel_cipher_round_obs_learning,DeepSeek V3.2,0.5,mid,Open-source
observational,Observational Learning,custom_gravity_simulation_obs_learning,DeepSeek V3.2,0.75,mid,Open-source
observational,Observational Learning,hidden_group_operation_obs_learning,DeepSeek V3.2,0.25,mid,Open-source
observational,Observational Learning,grid_parity_path_obs_learning,DeepSeek V3.2,0.5,mid,Open-source
observational,Observational Learning,hidden_matrix_fill_obs_learning,DeepSeek V3.2,0.0,mid,Open-source
observational,Observational Learning,hidden_damping_physics_obs_learning,DeepSeek V3.2,0.75,mid,Open-source
observational,Observational Learning,hidden_graph_centrality_obs_learning,DeepSeek V3.2,1.0,mid,Open-source
observational,Observational Learning,singleton_gate_local_max_obs_learning,DeepSeek V3.2,0.5,mid,Open-source
observational,Observational Learning,linear_feedback_shift_register_obs_learning,DeepSeek V3.2,0.0,mid,Open-source
observational,Observational Learning,lattice_meet_join_obs_learning,DeepSeek V3.2,0.25,mid,Open-source
observational,Observational Learning,phonological_alternation_harmony_obs_learning,DeepSeek V3.2,0.75,mid,Open-source
observational,Observational Learning,hidden_region_classifier_obs_learning,DeepSeek V3.2,0.8333333333333334,mid,Open-source
observational,Observational Learning,hidden_token_filter_obs_learning,DeepSeek V3.2,0.25,mid,Open-source
observational,Observational Learning,sigil_naming_obs_learning,DeepSeek V3.2,0.25,mid,Open-source
observational,Observational Learning,pushdown_automaton_inference_obs_learning,DeepSeek V3.2,0.5,mid,Open-source
observational,Observational Learning,mealy_machine_output_obs_learning,DeepSeek V3.2,0.25,mid,Open-source
observational,Observational Learning,pipeline_hazard_stall_counting_obs_learning,DeepSeek V3.2,0.5,mid,Open-source
observational,Observational Learning,register_machine_trace_obs_learning,DeepSeek V3.2,0.0,mid,Open-source
observational,Observational Learning,hidden_attribute_rule_obs_learning,DeepSeek V3.2,0.625,mid,Open-source
observational,Observational Learning,shapley_values_cooperative_game_obs_learning,DeepSeek V3.2,0.0,mid,Open-source
observational,Observational Learning,ring_operations_hidden_carry_obs_learning,DeepSeek V3.2,1.0,mid,Open-source
observational,Observational Learning,hidden_state_machine_obs_learning,DeepSeek V3.2,0.0,mid,Open-source
observational,Observational Learning,symbolic_glyphpair_scoring_obs_learning,DeepSeek V3.2,0.25,mid,Open-source
observational,Observational Learning,hidden_modal_logic_kripke_obs_learning,DeepSeek V3.2,1.0,mid,Open-source
observational,Observational Learning,syntax_tree_rewrite_obs_learning,DeepSeek V3.2,0.75,mid,Open-source
observational,Observational Learning,regex_intersection_membership_obs_learning,DeepSeek V3.2,0.75,mid,Open-source
observational,Observational Learning,hidden_modal_logic_kripke2_obs_learning,DeepSeek V3.2,0.375,mid,Open-source
observational,Observational Learning,hidden_priority_order_obs_learning,DeepSeek V3.2,0.0,mid,Open-source
observational,Observational Learning,titration_curve_diprotic_obs_learning,DeepSeek V3.2,0.6,mid,Open-source
observational,Observational Learning,finite_state_transducer_obs_learning,DeepSeek V3.2,0.0,mid,Open-source
observational,Observational Learning,two_counter_machine_obs_learning,DeepSeek V3.2,0.0,mid,Open-source
observational,Observational Learning,agglutinative_morphology_obs_learning,Gemini 2.5 Flash,0.25,mid,Google
observational,Observational Learning,affine_transform_chain_obs_learning,Gemini 2.5 Flash,0.5,mid,Google
observational,Observational Learning,arithmetic_entropy_coding_obs_learning,Gemini 2.5 Flash,1.0,mid,Google
observational,Observational Learning,deceptive_stack_machine_obs_learning,Gemini 2.5 Flash,1.0,mid,Google
observational,Observational Learning,lfu_cache_eviction_obs_learning,Gemini 2.5 Flash,0.25,mid,Google
observational,Observational Learning,auction_mechanism_second_price_obs_learning,Gemini 2.5 Flash,0.25,mid,Google
observational,Observational Learning,codon_table_translation_obs_learning,Gemini 2.5 Flash,0.0,mid,Google
observational,Observational Learning,flow_network_capacity_obs_learning,Gemini 2.5 Flash,0.25,mid,Google
observational,Observational Learning,chemical_reaction_order_obs_learning,Gemini 2.5 Flash,0.0,mid,Google
observational,Observational Learning,feistel_cipher_round_obs_learning,Gemini 2.5 Flash,0.0,mid,Google
observational,Observational Learning,custom_gravity_simulation_obs_learning,Gemini 2.5 Flash,1.0,mid,Google
observational,Observational Learning,hidden_group_operation_obs_learning,Gemini 2.5 Flash,0.0,mid,Google
observational,Observational Learning,grid_parity_path_obs_learning,Gemini 2.5 Flash,0.25,mid,Google
observational,Observational Learning,hidden_matrix_fill_obs_learning,Gemini 2.5 Flash,0.75,mid,Google
observational,Observational Learning,hidden_damping_physics_obs_learning,Gemini 2.5 Flash,0.25,mid,Google
observational,Observational Learning,hidden_graph_centrality_obs_learning,Gemini 2.5 Flash,0.0,mid,Google
observational,Observational Learning,singleton_gate_local_max_obs_learning,Gemini 2.5 Flash,0.25,mid,Google
observational,Observational Learning,linear_feedback_shift_register_obs_learning,Gemini 2.5 Flash,0.0,mid,Google
observational,Observational Learning,lattice_meet_join_obs_learning,Gemini 2.5 Flash,0.5,mid,Google
observational,Observational Learning,phonological_alternation_harmony_obs_learning,Gemini 2.5 Flash,1.0,mid,Google
observational,Observational Learning,hidden_region_classifier_obs_learning,Gemini 2.5 Flash,0.6666666666666666,mid,Google
observational,Observational Learning,hidden_token_filter_obs_learning,Gemini 2.5 Flash,0.75,mid,Google
observational,Observational Learning,sigil_naming_obs_learning,Gemini 2.5 Flash,0.25,mid,Google
observational,Observational Learning,pushdown_automaton_inference_obs_learning,Gemini 2.5 Flash,1.0,mid,Google
observational,Observational Learning,mealy_machine_output_obs_learning,Gemini 2.5 Flash,0.0,mid,Google
observational,Observational Learning,pipeline_hazard_stall_counting_obs_learning,Gemini 2.5 Flash,0.25,mid,Google
observational,Observational Learning,register_machine_trace_obs_learning,Gemini 2.5 Flash,0.0,mid,Google
observational,Observational Learning,hidden_attribute_rule_obs_learning,Gemini 2.5 Flash,0.75,mid,Google
observational,Observational Learning,shapley_values_cooperative_game_obs_learning,Gemini 2.5 Flash,0.0,mid,Google
observational,Observational Learning,ring_operations_hidden_carry_obs_learning,Gemini 2.5 Flash,0.25,mid,Google
observational,Observational Learning,hidden_state_machine_obs_learning,Gemini 2.5 Flash,0.25,mid,Google
observational,Observational Learning,symbolic_glyphpair_scoring_obs_learning,Gemini 2.5 Flash,0.0,mid,Google
observational,Observational Learning,hidden_modal_logic_kripke_obs_learning,Gemini 2.5 Flash,0.375,mid,Google
observational,Observational Learning,syntax_tree_rewrite_obs_learning,Gemini 2.5 Flash,0.25,mid,Google
observational,Observational Learning,regex_intersection_membership_obs_learning,Gemini 2.5 Flash,0.75,mid,Google
observational,Observational Learning,hidden_modal_logic_kripke2_obs_learning,Gemini 2.5 Flash,0.625,mid,Google
observational,Observational Learning,hidden_priority_order_obs_learning,Gemini 2.5 Flash,0.0,mid,Google
observational,Observational Learning,titration_curve_diprotic_obs_learning,Gemini 2.5 Flash,0.2,mid,Google
observational,Observational Learning,finite_state_transducer_obs_learning,Gemini 2.5 Flash,0.0,mid,Google
observational,Observational Learning,two_counter_machine_obs_learning,Gemini 2.5 Flash,0.8333333333333334,mid,Google
observational,Observational Learning,agglutinative_morphology_obs_learning,Claude Opus 4.6,0.5,frontier,Anthropic
observational,Observational Learning,affine_transform_chain_obs_learning,Claude Opus 4.6,0.75,frontier,Anthropic
observational,Observational Learning,arithmetic_entropy_coding_obs_learning,Claude Opus 4.6,0.5,frontier,Anthropic
observational,Observational Learning,deceptive_stack_machine_obs_learning,Claude Opus 4.6,0.0,frontier,Anthropic
observational,Observational Learning,lfu_cache_eviction_obs_learning,Claude Opus 4.6,0.5,frontier,Anthropic
observational,Observational Learning,auction_mechanism_second_price_obs_learning,Claude Opus 4.6,0.0,frontier,Anthropic
observational,Observational Learning,codon_table_translation_obs_learning,Claude Opus 4.6,0.0,frontier,Anthropic
observational,Observational Learning,flow_network_capacity_obs_learning,Claude Opus 4.6,0.25,frontier,Anthropic
observational,Observational Learning,chemical_reaction_order_obs_learning,Claude Opus 4.6,0.25,frontier,Anthropic
observational,Observational Learning,feistel_cipher_round_obs_learning,Claude Opus 4.6,0.0,frontier,Anthropic
observational,Observational Learning,custom_gravity_simulation_obs_learning,Claude Opus 4.6,1.0,frontier,Anthropic
observational,Observational Learning,hidden_group_operation_obs_learning,Claude Opus 4.6,0.0,frontier,Anthropic
observational,Observational Learning,grid_parity_path_obs_learning,Claude Opus 4.6,0.0,frontier,Anthropic
observational,Observational Learning,hidden_matrix_fill_obs_learning,Claude Opus 4.6,0.0,frontier,Anthropic
observational,Observational Learning,hidden_damping_physics_obs_learning,Claude Opus 4.6,0.25,frontier,Anthropic
observational,Observational Learning,hidden_graph_centrality_obs_learning,Claude Opus 4.6,0.0,frontier,Anthropic
observational,Observational Learning,singleton_gate_local_max_obs_learning,Claude Opus 4.6,0.25,frontier,Anthropic
observational,Observational Learning,linear_feedback_shift_register_obs_learning,Claude Opus 4.6,0.25,frontier,Anthropic
observational,Observational Learning,lattice_meet_join_obs_learning,Claude Opus 4.6,0.0,frontier,Anthropic
observational,Observational Learning,phonological_alternation_harmony_obs_learning,Claude Opus 4.6,1.0,frontier,Anthropic
observational,Observational Learning,hidden_region_classifier_obs_learning,Claude Opus 4.6,0.6666666666666666,frontier,Anthropic
observational,Observational Learning,hidden_token_filter_obs_learning,Claude Opus 4.6,0.25,frontier,Anthropic
observational,Observational Learning,sigil_naming_obs_learning,Claude Opus 4.6,0.0,frontier,Anthropic
observational,Observational Learning,pushdown_automaton_inference_obs_learning,Claude Opus 4.6,0.75,frontier,Anthropic
observational,Observational Learning,mealy_machine_output_obs_learning,Claude Opus 4.6,0.5,frontier,Anthropic
observational,Observational Learning,pipeline_hazard_stall_counting_obs_learning,Claude Opus 4.6,0.0,frontier,Anthropic
observational,Observational Learning,register_machine_trace_obs_learning,Claude Opus 4.6,0.25,frontier,Anthropic
observational,Observational Learning,hidden_attribute_rule_obs_learning,Claude Opus 4.6,0.625,frontier,Anthropic
observational,Observational Learning,shapley_values_cooperative_game_obs_learning,Claude Opus 4.6,0.0,frontier,Anthropic
observational,Observational Learning,ring_operations_hidden_carry_obs_learning,Claude Opus 4.6,0.0,frontier,Anthropic
observational,Observational Learning,hidden_state_machine_obs_learning,Claude Opus 4.6,0.0,frontier,Anthropic
observational,Observational Learning,symbolic_glyphpair_scoring_obs_learning,Claude Opus 4.6,0.0,frontier,Anthropic
observational,Observational Learning,hidden_modal_logic_kripke_obs_learning,Claude Opus 4.6,0.625,frontier,Anthropic
observational,Observational Learning,syntax_tree_rewrite_obs_learning,Claude Opus 4.6,1.0,frontier,Anthropic
observational,Observational Learning,regex_intersection_membership_obs_learning,Claude Opus 4.6,0.75,frontier,Anthropic
observational,Observational Learning,hidden_modal_logic_kripke2_obs_learning,Claude Opus 4.6,0.625,frontier,Anthropic
observational,Observational Learning,hidden_priority_order_obs_learning,Claude Opus 4.6,0.75,frontier,Anthropic
observational,Observational Learning,titration_curve_diprotic_obs_learning,Claude Opus 4.6,0.2,frontier,Anthropic
observational,Observational Learning,finite_state_transducer_obs_learning,Claude Opus 4.6,0.25,frontier,Anthropic
observational,Observational Learning,two_counter_machine_obs_learning,Claude Opus 4.6,0.1666666666666666,frontier,Anthropic
observational,Observational Learning,agglutinative_morphology_obs_learning,Qwen 3 Next 80B Instruct,0.0,small,Open-source
observational,Observational Learning,affine_transform_chain_obs_learning,Qwen 3 Next 80B Instruct,0.0,small,Open-source
observational,Observational Learning,arithmetic_entropy_coding_obs_learning,Qwen 3 Next 80B Instruct,1.0,small,Open-source
observational,Observational Learning,deceptive_stack_machine_obs_learning,Qwen 3 Next 80B Instruct,1.0,small,Open-source
observational,Observational Learning,lfu_cache_eviction_obs_learning,Qwen 3 Next 80B Instruct,0.5,small,Open-source
observational,Observational Learning,auction_mechanism_second_price_obs_learning,Qwen 3 Next 80B Instruct,0.5,small,Open-source
observational,Observational Learning,codon_table_translation_obs_learning,Qwen 3 Next 80B Instruct,1.0,small,Open-source
observational,Observational Learning,flow_network_capacity_obs_learning,Qwen 3 Next 80B Instruct,0.0,small,Open-source
observational,Observational Learning,chemical_reaction_order_obs_learning,Qwen 3 Next 80B Instruct,0.5,small,Open-source
observational,Observational Learning,feistel_cipher_round_obs_learning,Qwen 3 Next 80B Instruct,0.0,small,Open-source
observational,Observational Learning,custom_gravity_simulation_obs_learning,Qwen 3 Next 80B Instruct,1.0,small,Open-source
observational,Observational Learning,hidden_group_operation_obs_learning,Qwen 3 Next 80B Instruct,0.0,small,Open-source
observational,Observational Learning,grid_parity_path_obs_learning,Qwen 3 Next 80B Instruct,0.0,small,Open-source
observational,Observational Learning,hidden_matrix_fill_obs_learning,Qwen 3 Next 80B Instruct,1.0,small,Open-source
observational,Observational Learning,hidden_damping_physics_obs_learning,Qwen 3 Next 80B Instruct,0.0,small,Open-source
observational,Observational Learning,hidden_graph_centrality_obs_learning,Qwen 3 Next 80B Instruct,0.0,small,Open-source
observational,Observational Learning,singleton_gate_local_max_obs_learning,Qwen 3 Next 80B Instruct,0.0,small,Open-source
observational,Observational Learning,linear_feedback_shift_register_obs_learning,Qwen 3 Next 80B Instruct,0.0,small,Open-source
observational,Observational Learning,lattice_meet_join_obs_learning,Qwen 3 Next 80B Instruct,0.0,small,Open-source
observational,Observational Learning,phonological_alternation_harmony_obs_learning,Qwen 3 Next 80B Instruct,0.5,small,Open-source
observational,Observational Learning,hidden_region_classifier_obs_learning,Qwen 3 Next 80B Instruct,1.0,small,Open-source
observational,Observational Learning,hidden_token_filter_obs_learning,Qwen 3 Next 80B Instruct,0.0,small,Open-source
observational,Observational Learning,sigil_naming_obs_learning,Qwen 3 Next 80B Instruct,0.25,small,Open-source
observational,Observational Learning,pushdown_automaton_inference_obs_learning,Qwen 3 Next 80B Instruct,1.0,small,Open-source
observational,Observational Learning,mealy_machine_output_obs_learning,Qwen 3 Next 80B Instruct,0.25,small,Open-source
observational,Observational Learning,pipeline_hazard_stall_counting_obs_learning,Qwen 3 Next 80B Instruct,0.0,small,Open-source
observational,Observational Learning,register_machine_trace_obs_learning,Qwen 3 Next 80B Instruct,0.0,small,Open-source
observational,Observational Learning,hidden_attribute_rule_obs_learning,Qwen 3 Next 80B Instruct,0.625,small,Open-source
observational,Observational Learning,shapley_values_cooperative_game_obs_learning,Qwen 3 Next 80B Instruct,0.0,small,Open-source
observational,Observational Learning,ring_operations_hidden_carry_obs_learning,Qwen 3 Next 80B Instruct,0.0,small,Open-source
observational,Observational Learning,hidden_state_machine_obs_learning,Qwen 3 Next 80B Instruct,0.0,small,Open-source
observational,Observational Learning,symbolic_glyphpair_scoring_obs_learning,Qwen 3 Next 80B Instruct,0.0,small,Open-source
observational,Observational Learning,hidden_modal_logic_kripke_obs_learning,Qwen 3 Next 80B Instruct,0.0,small,Open-source
observational,Observational Learning,syntax_tree_rewrite_obs_learning,Qwen 3 Next 80B Instruct,0.75,small,Open-source
observational,Observational Learning,regex_intersection_membership_obs_learning,Qwen 3 Next 80B Instruct,0.0,small,Open-source
observational,Observational Learning,hidden_modal_logic_kripke2_obs_learning,Qwen 3 Next 80B Instruct,0.5,small,Open-source
observational,Observational Learning,hidden_priority_order_obs_learning,Qwen 3 Next 80B Instruct,1.0,small,Open-source
observational,Observational Learning,titration_curve_diprotic_obs_learning,Qwen 3 Next 80B Instruct,0.2,small,Open-source
observational,Observational Learning,finite_state_transducer_obs_learning,Qwen 3 Next 80B Instruct,0.0,small,Open-source
observational,Observational Learning,two_counter_machine_obs_learning,Qwen 3 Next 80B Instruct,0.1666666666666666,small,Open-source
observational,Observational Learning,agglutinative_morphology_obs_learning,GPT-5.4,0.0,frontier,OpenAI
observational,Observational Learning,affine_transform_chain_obs_learning,GPT-5.4,0.5,frontier,OpenAI
observational,Observational Learning,arithmetic_entropy_coding_obs_learning,GPT-5.4,0.5,frontier,OpenAI
observational,Observational Learning,deceptive_stack_machine_obs_learning,GPT-5.4,0.0,frontier,OpenAI
observational,Observational Learning,lfu_cache_eviction_obs_learning,GPT-5.4,0.0,frontier,OpenAI
observational,Observational Learning,auction_mechanism_second_price_obs_learning,GPT-5.4,0.5,frontier,OpenAI
observational,Observational Learning,codon_table_translation_obs_learning,GPT-5.4,0.0,frontier,OpenAI
observational,Observational Learning,flow_network_capacity_obs_learning,GPT-5.4,0.25,frontier,OpenAI
observational,Observational Learning,chemical_reaction_order_obs_learning,GPT-5.4,0.0,frontier,OpenAI
observational,Observational Learning,feistel_cipher_round_obs_learning,GPT-5.4,0.0,frontier,OpenAI
observational,Observational Learning,custom_gravity_simulation_obs_learning,GPT-5.4,1.0,frontier,OpenAI
observational,Observational Learning,hidden_group_operation_obs_learning,GPT-5.4,0.25,frontier,OpenAI
observational,Observational Learning,grid_parity_path_obs_learning,GPT-5.4,0.5,frontier,OpenAI
observational,Observational Learning,hidden_matrix_fill_obs_learning,GPT-5.4,0.0,frontier,OpenAI
observational,Observational Learning,hidden_damping_physics_obs_learning,GPT-5.4,0.5,frontier,OpenAI
observational,Observational Learning,hidden_graph_centrality_obs_learning,GPT-5.4,0.0,frontier,OpenAI
observational,Observational Learning,singleton_gate_local_max_obs_learning,GPT-5.4,0.0,frontier,OpenAI
observational,Observational Learning,linear_feedback_shift_register_obs_learning,GPT-5.4,0.25,frontier,OpenAI
observational,Observational Learning,lattice_meet_join_obs_learning,GPT-5.4,0.0,frontier,OpenAI
observational,Observational Learning,phonological_alternation_harmony_obs_learning,GPT-5.4,0.5,frontier,OpenAI
observational,Observational Learning,hidden_region_classifier_obs_learning,GPT-5.4,0.8333333333333334,frontier,OpenAI
observational,Observational Learning,hidden_token_filter_obs_learning,GPT-5.4,0.25,frontier,OpenAI
observational,Observational Learning,sigil_naming_obs_learning,GPT-5.4,0.25,frontier,OpenAI
observational,Observational Learning,pushdown_automaton_inference_obs_learning,GPT-5.4,0.75,frontier,OpenAI
observational,Observational Learning,mealy_machine_output_obs_learning,GPT-5.4,0.5,frontier,OpenAI
observational,Observational Learning,pipeline_hazard_stall_counting_obs_learning,GPT-5.4,0.0,frontier,OpenAI
observational,Observational Learning,register_machine_trace_obs_learning,GPT-5.4,0.0,frontier,OpenAI
observational,Observational Learning,hidden_attribute_rule_obs_learning,GPT-5.4,0.75,frontier,OpenAI
observational,Observational Learning,shapley_values_cooperative_game_obs_learning,GPT-5.4,0.0,frontier,OpenAI
observational,Observational Learning,ring_operations_hidden_carry_obs_learning,GPT-5.4,0.5,frontier,OpenAI
observational,Observational Learning,hidden_state_machine_obs_learning,GPT-5.4,0.0,frontier,OpenAI
observational,Observational Learning,symbolic_glyphpair_scoring_obs_learning,GPT-5.4,0.0,frontier,OpenAI
observational,Observational Learning,hidden_modal_logic_kripke_obs_learning,GPT-5.4,0.5,frontier,OpenAI
observational,Observational Learning,syntax_tree_rewrite_obs_learning,GPT-5.4,0.5,frontier,OpenAI
observational,Observational Learning,regex_intersection_membership_obs_learning,GPT-5.4,1.0,frontier,OpenAI
observational,Observational Learning,hidden_modal_logic_kripke2_obs_learning,GPT-5.4,0.5,frontier,OpenAI
observational,Observational Learning,hidden_priority_order_obs_learning,GPT-5.4,0.0,frontier,OpenAI
observational,Observational Learning,titration_curve_diprotic_obs_learning,GPT-5.4,0.4,frontier,OpenAI
observational,Observational Learning,finite_state_transducer_obs_learning,GPT-5.4,0.25,frontier,OpenAI
observational,Observational Learning,two_counter_machine_obs_learning,GPT-5.4,0.0,frontier,OpenAI
observational,Observational Learning,agglutinative_morphology_obs_learning,Gemini 3.1 Flash-Lite Preview,0.0,mid,Google
observational,Observational Learning,affine_transform_chain_obs_learning,Gemini 3.1 Flash-Lite Preview,0.0,mid,Google
observational,Observational Learning,arithmetic_entropy_coding_obs_learning,Gemini 3.1 Flash-Lite Preview,0.5,mid,Google
observational,Observational Learning,deceptive_stack_machine_obs_learning,Gemini 3.1 Flash-Lite Preview,0.0,mid,Google
observational,Observational Learning,lfu_cache_eviction_obs_learning,Gemini 3.1 Flash-Lite Preview,0.25,mid,Google
observational,Observational Learning,auction_mechanism_second_price_obs_learning,Gemini 3.1 Flash-Lite Preview,0.25,mid,Google
observational,Observational Learning,codon_table_translation_obs_learning,Gemini 3.1 Flash-Lite Preview,0.0,mid,Google
observational,Observational Learning,flow_network_capacity_obs_learning,Gemini 3.1 Flash-Lite Preview,0.25,mid,Google
observational,Observational Learning,chemical_reaction_order_obs_learning,Gemini 3.1 Flash-Lite Preview,0.0,mid,Google
observational,Observational Learning,feistel_cipher_round_obs_learning,Gemini 3.1 Flash-Lite Preview,0.0,mid,Google
observational,Observational Learning,custom_gravity_simulation_obs_learning,Gemini 3.1 Flash-Lite Preview,1.0,mid,Google
observational,Observational Learning,hidden_group_operation_obs_learning,Gemini 3.1 Flash-Lite Preview,0.0,mid,Google
observational,Observational Learning,grid_parity_path_obs_learning,Gemini 3.1 Flash-Lite Preview,0.5,mid,Google
observational,Observational Learning,hidden_matrix_fill_obs_learning,Gemini 3.1 Flash-Lite Preview,0.0,mid,Google
observational,Observational Learning,hidden_damping_physics_obs_learning,Gemini 3.1 Flash-Lite Preview,0.5,mid,Google
observational,Observational Learning,hidden_graph_centrality_obs_learning,Gemini 3.1 Flash-Lite Preview,0.0,mid,Google
observational,Observational Learning,singleton_gate_local_max_obs_learning,Gemini 3.1 Flash-Lite Preview,0.25,mid,Google
observational,Observational Learning,linear_feedback_shift_register_obs_learning,Gemini 3.1 Flash-Lite Preview,0.5,mid,Google
observational,Observational Learning,lattice_meet_join_obs_learning,Gemini 3.1 Flash-Lite Preview,0.0,mid,Google
observational,Observational Learning,phonological_alternation_harmony_obs_learning,Gemini 3.1 Flash-Lite Preview,0.5,mid,Google
observational,Observational Learning,hidden_region_classifier_obs_learning,Gemini 3.1 Flash-Lite Preview,0.8333333333333334,mid,Google
observational,Observational Learning,hidden_token_filter_obs_learning,Gemini 3.1 Flash-Lite Preview,0.25,mid,Google
observational,Observational Learning,sigil_naming_obs_learning,Gemini 3.1 Flash-Lite Preview,0.0,mid,Google
observational,Observational Learning,pushdown_automaton_inference_obs_learning,Gemini 3.1 Flash-Lite Preview,1.0,mid,Google
observational,Observational Learning,mealy_machine_output_obs_learning,Gemini 3.1 Flash-Lite Preview,0.5,mid,Google
observational,Observational Learning,pipeline_hazard_stall_counting_obs_learning,Gemini 3.1 Flash-Lite Preview,0.0,mid,Google
observational,Observational Learning,register_machine_trace_obs_learning,Gemini 3.1 Flash-Lite Preview,0.0,mid,Google
observational,Observational Learning,hidden_attribute_rule_obs_learning,Gemini 3.1 Flash-Lite Preview,0.5,mid,Google
observational,Observational Learning,shapley_values_cooperative_game_obs_learning,Gemini 3.1 Flash-Lite Preview,0.0,mid,Google
observational,Observational Learning,ring_operations_hidden_carry_obs_learning,Gemini 3.1 Flash-Lite Preview,0.0,mid,Google
observational,Observational Learning,hidden_state_machine_obs_learning,Gemini 3.1 Flash-Lite Preview,0.25,mid,Google
