task_slug,task_name,category,model,score,avg_input_tokens,avg_output_tokens,wall_sec,n_requests,total_input_tokens,total_output_tokens,avg_latency_ms
learned-irrelevance-assoc-learning,learned_irrelevance_assoc_learning,Associative Learning,GPT-5.4,1.0,,,,,,,
learned-irrelevance-assoc-learning,learned_irrelevance_assoc_learning,Associative Learning,GPT-5.4 mini,0.5,,,,,,,
learned-irrelevance-assoc-learning,learned_irrelevance_assoc_learning,Associative Learning,GPT-5.4 nano,0.5,,,,,,,
learned-irrelevance-assoc-learning,learned_irrelevance_assoc_learning,Associative Learning,Gemini 2.5 Flash,1.0,,,,,,,
learned-irrelevance-assoc-learning,learned_irrelevance_assoc_learning,Associative Learning,Gemini 3.1 Flash-Lite Preview,1.0,,,,,,,
learned-irrelevance-assoc-learning,learned_irrelevance_assoc_learning,Associative Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
learned-irrelevance-assoc-learning,learned_irrelevance_assoc_learning,Associative Learning,Gemma 4 26B A4B,0.875,,,,,,,
learned-irrelevance-assoc-learning,learned_irrelevance_assoc_learning,Associative Learning,Qwen 3 Next 80B Instruct,0.75,1384.0,88.0,1.48,1,1384,88,468.0
learned-irrelevance-assoc-learning,learned_irrelevance_assoc_learning,Associative Learning,Qwen 3 Next 80B Thinking,0.875,,,,,,,
lfu-cache-eviction-obs-learning,lfu_cache_eviction_obs_learning,Observational Learning,Claude Haiku 4.5,0.25,,,,,,,
lfu-cache-eviction-obs-learning,lfu_cache_eviction_obs_learning,Observational Learning,Claude Opus 4.6,0.5,,,,,,,
lfu-cache-eviction-obs-learning,lfu_cache_eviction_obs_learning,Observational Learning,Claude Sonnet 4.6,0.5,,,,,,,
lfu-cache-eviction-obs-learning,lfu_cache_eviction_obs_learning,Observational Learning,DeepSeek V3.2,0.25,,,,,,,
lfu-cache-eviction-obs-learning,lfu_cache_eviction_obs_learning,Observational Learning,GLM-5,0.0,,,302.09,0,0,0,
lfu-cache-eviction-obs-learning,lfu_cache_eviction_obs_learning,Observational Learning,GPT-5.4,0.0,,,,,,,
lfu-cache-eviction-obs-learning,lfu_cache_eviction_obs_learning,Observational Learning,GPT-5.4 mini,0.0,,,,,,,
lfu-cache-eviction-obs-learning,lfu_cache_eviction_obs_learning,Observational Learning,GPT-5.4 nano,0.0,,,,,,,
lfu-cache-eviction-obs-learning,lfu_cache_eviction_obs_learning,Observational Learning,Gemini 2.5 Flash,0.25,,,,,,,
lfu-cache-eviction-obs-learning,lfu_cache_eviction_obs_learning,Observational Learning,Gemini 3.1 Flash-Lite Preview,0.25,,,,,,,
lfu-cache-eviction-obs-learning,lfu_cache_eviction_obs_learning,Observational Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
lfu-cache-eviction-obs-learning,lfu_cache_eviction_obs_learning,Observational Learning,Gemma 4 26B A4B,0.0,,,,,,,
lfu-cache-eviction-obs-learning,lfu_cache_eviction_obs_learning,Observational Learning,Qwen 3 Next 80B Instruct,0.5,,,,,,,
lfu-cache-eviction-obs-learning,lfu_cache_eviction_obs_learning,Observational Learning,Qwen 3 Next 80B Thinking,0.75,,,,,,,
linear-feedback-shift-register-obs-learning,linear_feedback_shift_register_obs_learning,Observational Learning,Claude Haiku 4.5,0.0,,,,,,,
linear-feedback-shift-register-obs-learning,linear_feedback_shift_register_obs_learning,Observational Learning,Claude Opus 4.6,0.25,,,,,,,
linear-feedback-shift-register-obs-learning,linear_feedback_shift_register_obs_learning,Observational Learning,Claude Sonnet 4.6,0.0,,,,,,,
linear-feedback-shift-register-obs-learning,linear_feedback_shift_register_obs_learning,Observational Learning,DeepSeek V3.2,0.0,,,132.28,0,0,0,
linear-feedback-shift-register-obs-learning,linear_feedback_shift_register_obs_learning,Observational Learning,GLM-5,0.75,,,,,,,
linear-feedback-shift-register-obs-learning,linear_feedback_shift_register_obs_learning,Observational Learning,GPT-5.4,0.25,,,,,,,
linear-feedback-shift-register-obs-learning,linear_feedback_shift_register_obs_learning,Observational Learning,GPT-5.4 mini,0.0,,,,,,,
linear-feedback-shift-register-obs-learning,linear_feedback_shift_register_obs_learning,Observational Learning,GPT-5.4 nano,0.0,,,,,,,
linear-feedback-shift-register-obs-learning,linear_feedback_shift_register_obs_learning,Observational Learning,Gemini 2.5 Flash,0.0,,,,,,,
linear-feedback-shift-register-obs-learning,linear_feedback_shift_register_obs_learning,Observational Learning,Gemini 3.1 Flash-Lite Preview,0.5,,,,,,,
linear-feedback-shift-register-obs-learning,linear_feedback_shift_register_obs_learning,Observational Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
linear-feedback-shift-register-obs-learning,linear_feedback_shift_register_obs_learning,Observational Learning,Gemma 4 26B A4B,0.0,,,,,,,
linear-feedback-shift-register-obs-learning,linear_feedback_shift_register_obs_learning,Observational Learning,Qwen 3 Next 80B Instruct,0.0,,,,,,,
linear-feedback-shift-register-obs-learning,linear_feedback_shift_register_obs_learning,Observational Learning,Qwen 3 Next 80B Thinking,0.0,,,,,,,
manhattan-point-rf-learning,manhattan_point_rf_learning,Reinforcement Learning,Claude Haiku 4.5,1.0,,,,,,,
manhattan-point-rf-learning,manhattan_point_rf_learning,Reinforcement Learning,Claude Opus 4.6,0.9048,,,,,,,
manhattan-point-rf-learning,manhattan_point_rf_learning,Reinforcement Learning,Claude Sonnet 4.6,1.0,,,,,,,
manhattan-point-rf-learning,manhattan_point_rf_learning,Reinforcement Learning,DeepSeek V3.2,1.0,,,,,,,
manhattan-point-rf-learning,manhattan_point_rf_learning,Reinforcement Learning,GLM-5,1.0,,,,,,,
manhattan-point-rf-learning,manhattan_point_rf_learning,Reinforcement Learning,GPT-5.4,0.8615,,,,,,,
manhattan-point-rf-learning,manhattan_point_rf_learning,Reinforcement Learning,GPT-5.4 mini,0.15,,,,,,,
manhattan-point-rf-learning,manhattan_point_rf_learning,Reinforcement Learning,GPT-5.4 nano,1.0,266.0,18.0,7.52,6,1596,108,834.8
manhattan-point-rf-learning,manhattan_point_rf_learning,Reinforcement Learning,Gemini 2.5 Flash,0.15,,,,,,,
manhattan-point-rf-learning,manhattan_point_rf_learning,Reinforcement Learning,Gemini 3.1 Flash-Lite Preview,1.0,,,,,,,
manhattan-point-rf-learning,manhattan_point_rf_learning,Reinforcement Learning,Gemini 3.1 Pro Preview,0.0,,,,,,,
manhattan-point-rf-learning,manhattan_point_rf_learning,Reinforcement Learning,Gemma 4 26B A4B,0.05,,,,,,,
manhattan-point-rf-learning,manhattan_point_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Instruct,0.1,,,,,,,
manhattan-point-rf-learning,manhattan_point_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Thinking,1.0,,,,,,,
mastermind-aggregate-rf-learning,mastermind_aggregate_rf_learning,Reinforcement Learning,Claude Haiku 4.5,0.08,,,,,,,
mastermind-aggregate-rf-learning,mastermind_aggregate_rf_learning,Reinforcement Learning,Claude Opus 4.6,0.2,,,,,,,
mastermind-aggregate-rf-learning,mastermind_aggregate_rf_learning,Reinforcement Learning,Claude Sonnet 4.6,0.925,,,,,,,
mastermind-aggregate-rf-learning,mastermind_aggregate_rf_learning,Reinforcement Learning,DeepSeek V3.2,0.2,,,,,,,
mastermind-aggregate-rf-learning,mastermind_aggregate_rf_learning,Reinforcement Learning,GLM-5,0.9357,,,,,,,
mastermind-aggregate-rf-learning,mastermind_aggregate_rf_learning,Reinforcement Learning,GPT-5.4,0.8821,,,,,,,
mastermind-aggregate-rf-learning,mastermind_aggregate_rf_learning,Reinforcement Learning,GPT-5.4 mini,0.08,,,,,,,
mastermind-aggregate-rf-learning,mastermind_aggregate_rf_learning,Reinforcement Learning,GPT-5.4 nano,0.12,,,,,,,
mastermind-aggregate-rf-learning,mastermind_aggregate_rf_learning,Reinforcement Learning,Gemini 2.5 Flash,0.2,,,,,,,
mastermind-aggregate-rf-learning,mastermind_aggregate_rf_learning,Reinforcement Learning,Gemini 3.1 Flash-Lite Preview,0.16,,,,,,,
mastermind-aggregate-rf-learning,mastermind_aggregate_rf_learning,Reinforcement Learning,Gemini 3.1 Pro Preview,0.2,753.9,10.0,981.48,30,22618,301,32536.0
mastermind-aggregate-rf-learning,mastermind_aggregate_rf_learning,Reinforcement Learning,Gemma 4 26B A4B,0.08,,,,,,,
mastermind-aggregate-rf-learning,mastermind_aggregate_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Instruct,0.12,,,,,,,
mastermind-aggregate-rf-learning,mastermind_aggregate_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Thinking,0.2,,,,,,,
mealy-machine-output-obs-learning,mealy_machine_output_obs_learning,Observational Learning,Claude Haiku 4.5,0.0,,,,,,,
mealy-machine-output-obs-learning,mealy_machine_output_obs_learning,Observational Learning,Claude Opus 4.6,0.5,,,,,,,
mealy-machine-output-obs-learning,mealy_machine_output_obs_learning,Observational Learning,Claude Sonnet 4.6,0.5,,,,,,,
mealy-machine-output-obs-learning,mealy_machine_output_obs_learning,Observational Learning,DeepSeek V3.2,0.25,,,,,,,
mealy-machine-output-obs-learning,mealy_machine_output_obs_learning,Observational Learning,GLM-5,0.75,,,,,,,
mealy-machine-output-obs-learning,mealy_machine_output_obs_learning,Observational Learning,GPT-5.4,0.5,,,,,,,
mealy-machine-output-obs-learning,mealy_machine_output_obs_learning,Observational Learning,GPT-5.4 mini,0.0,,,,,,,
mealy-machine-output-obs-learning,mealy_machine_output_obs_learning,Observational Learning,GPT-5.4 nano,0.25,,,,,,,
mealy-machine-output-obs-learning,mealy_machine_output_obs_learning,Observational Learning,Gemini 2.5 Flash,0.0,,,,,,,
mealy-machine-output-obs-learning,mealy_machine_output_obs_learning,Observational Learning,Gemini 3.1 Flash-Lite Preview,0.5,,,,,,,
mealy-machine-output-obs-learning,mealy_machine_output_obs_learning,Observational Learning,Gemini 3.1 Pro Preview,0.75,,,,,,,
mealy-machine-output-obs-learning,mealy_machine_output_obs_learning,Observational Learning,Gemma 4 26B A4B,0.25,,,,,,,
mealy-machine-output-obs-learning,mealy_machine_output_obs_learning,Observational Learning,Qwen 3 Next 80B Instruct,0.25,,,,,,,
mealy-machine-output-obs-learning,mealy_machine_output_obs_learning,Observational Learning,Qwen 3 Next 80B Thinking,0.75,707.0,34707.0,202.62,1,707,34707,201647.0
mixed-radix-number-lang-learning,mixed_radix_number_lang_learning,Language Learning,Claude Haiku 4.5,0.11363636363636365,2141.4,190.2,30.33,12,25697,2283,2236.6
mixed-radix-number-lang-learning,mixed_radix_number_lang_learning,Language Learning,Claude Opus 4.6,0.4,,,,,,,
mixed-radix-number-lang-learning,mixed_radix_number_lang_learning,Language Learning,Claude Sonnet 4.6,0.4,,,,,,,
mixed-radix-number-lang-learning,mixed_radix_number_lang_learning,Language Learning,DeepSeek V3.2,0.11363636363636365,,,,,,,
mixed-radix-number-lang-learning,mixed_radix_number_lang_learning,Language Learning,GLM-5,0.0,,,,,,,
mixed-radix-number-lang-learning,mixed_radix_number_lang_learning,Language Learning,GPT-5.4,0.4,,,,,,,
mixed-radix-number-lang-learning,mixed_radix_number_lang_learning,Language Learning,GPT-5.4 mini,0.0,,,,,,,
mixed-radix-number-lang-learning,mixed_radix_number_lang_learning,Language Learning,GPT-5.4 nano,0.19545454545454544,,,,,,,
mixed-radix-number-lang-learning,mixed_radix_number_lang_learning,Language Learning,Gemini 2.5 Flash,0.5,,,,,,,
mixed-radix-number-lang-learning,mixed_radix_number_lang_learning,Language Learning,Gemini 3.1 Flash-Lite Preview,0.0,,,,,,,
mixed-radix-number-lang-learning,mixed_radix_number_lang_learning,Language Learning,Gemini 3.1 Pro Preview,0.8909090909090909,,,,,,,
mixed-radix-number-lang-learning,mixed_radix_number_lang_learning,Language Learning,Gemma 4 26B A4B,0.2545454545454545,,,,,,,
mixed-radix-number-lang-learning,mixed_radix_number_lang_learning,Language Learning,Qwen 3 Next 80B Instruct,0.0,,,,,,,
mixed-radix-number-lang-learning,mixed_radix_number_lang_learning,Language Learning,Qwen 3 Next 80B Thinking,0.0,,,,,,,
modular-subsequence-concept-learning,modular_subsequence_concept_learning,Concept Formation,Claude Haiku 4.5,0.1,1620.4,52.3,14.63,18,29167,942,663.6
modular-subsequence-concept-learning,modular_subsequence_concept_learning,Concept Formation,Claude Opus 4.6,0.1,,,,,,,
modular-subsequence-concept-learning,modular_subsequence_concept_learning,Concept Formation,Claude Sonnet 4.6,0.0,,,,,,,
modular-subsequence-concept-learning,modular_subsequence_concept_learning,Concept Formation,DeepSeek V3.2,0.14,,,,,,,
modular-subsequence-concept-learning,modular_subsequence_concept_learning,Concept Formation,GLM-5,0.0,,,,,,,
modular-subsequence-concept-learning,modular_subsequence_concept_learning,Concept Formation,GPT-5.4,0.24,,,,,,,
modular-subsequence-concept-learning,modular_subsequence_concept_learning,Concept Formation,GPT-5.4 mini,0.0,,,,,,,
modular-subsequence-concept-learning,modular_subsequence_concept_learning,Concept Formation,GPT-5.4 nano,0.16999999999999998,,,,,,,
modular-subsequence-concept-learning,modular_subsequence_concept_learning,Concept Formation,Gemini 2.5 Flash,0.0,,,,,,,
modular-subsequence-concept-learning,modular_subsequence_concept_learning,Concept Formation,Gemini 3.1 Flash-Lite Preview,0.24,,,,,,,
modular-subsequence-concept-learning,modular_subsequence_concept_learning,Concept Formation,Gemini 3.1 Pro Preview,0.22,,,,,,,
modular-subsequence-concept-learning,modular_subsequence_concept_learning,Concept Formation,Gemma 4 26B A4B,0.2,,,,,,,
modular-subsequence-concept-learning,modular_subsequence_concept_learning,Concept Formation,Qwen 3 Next 80B Instruct,0.0,,,,,,,
modular-subsequence-concept-learning,modular_subsequence_concept_learning,Concept Formation,Qwen 3 Next 80B Thinking,0.24,,,,,,,
nested-logic-concept-learning,nested_logic_concept_learning,Concept Formation,Claude Haiku 4.5,0.2,,,,,,,
nested-logic-concept-learning,nested_logic_concept_learning,Concept Formation,Claude Opus 4.6,0.52,,,,,,,
nested-logic-concept-learning,nested_logic_concept_learning,Concept Formation,Claude Sonnet 4.6,0.5,,,,,,,
nested-logic-concept-learning,nested_logic_concept_learning,Concept Formation,DeepSeek V3.2,0.48,,,,,,,
nested-logic-concept-learning,nested_logic_concept_learning,Concept Formation,GLM-5,0.75,,,,,,,
nested-logic-concept-learning,nested_logic_concept_learning,Concept Formation,GPT-5.4,0.7,,,,,,,
nested-logic-concept-learning,nested_logic_concept_learning,Concept Formation,GPT-5.4 mini,0.5,,,,,,,
nested-logic-concept-learning,nested_logic_concept_learning,Concept Formation,GPT-5.4 nano,0.35,,,,,,,
nested-logic-concept-learning,nested_logic_concept_learning,Concept Formation,Gemini 2.5 Flash,0.75,,,,,,,
nested-logic-concept-learning,nested_logic_concept_learning,Concept Formation,Gemini 3.1 Flash-Lite Preview,0.75,,,,,,,
nested-logic-concept-learning,nested_logic_concept_learning,Concept Formation,Gemini 3.1 Pro Preview,1.0,455.8,21.5,70.96,4,1823,86,17288.2
nested-logic-concept-learning,nested_logic_concept_learning,Concept Formation,Gemma 4 26B A4B,0.5249999999999999,,,,,,,
nested-logic-concept-learning,nested_logic_concept_learning,Concept Formation,Qwen 3 Next 80B Instruct,0.64,,,,,,,
nested-logic-concept-learning,nested_logic_concept_learning,Concept Formation,Qwen 3 Next 80B Thinking,0.25,,,,,,,
nim-heap-rf-learning,nim_heap_rf_learning,Reinforcement Learning,Claude Haiku 4.5,0.15,,,,,,,
nim-heap-rf-learning,nim_heap_rf_learning,Reinforcement Learning,Claude Opus 4.6,0.0,,,,,,,
nim-heap-rf-learning,nim_heap_rf_learning,Reinforcement Learning,Claude Sonnet 4.6,0.125,,,,,,,
nim-heap-rf-learning,nim_heap_rf_learning,Reinforcement Learning,DeepSeek V3.2,0.15,,,,,,,
nim-heap-rf-learning,nim_heap_rf_learning,Reinforcement Learning,GLM-5,0.05,,,,,,,
nim-heap-rf-learning,nim_heap_rf_learning,Reinforcement Learning,GPT-5.4,0.15,,,,,,,
nim-heap-rf-learning,nim_heap_rf_learning,Reinforcement Learning,GPT-5.4 mini,0.15,,,,,,,
nim-heap-rf-learning,nim_heap_rf_learning,Reinforcement Learning,GPT-5.4 nano,0.1,,,,,,,
nim-heap-rf-learning,nim_heap_rf_learning,Reinforcement Learning,Gemini 2.5 Flash,0.125,,,,,,,
nim-heap-rf-learning,nim_heap_rf_learning,Reinforcement Learning,Gemini 3.1 Flash-Lite Preview,0.15,,,,,,,
nim-heap-rf-learning,nim_heap_rf_learning,Reinforcement Learning,Gemini 3.1 Pro Preview,0.125,,,,,,,
nim-heap-rf-learning,nim_heap_rf_learning,Reinforcement Learning,Gemma 4 26B A4B,0.125,,,,,,,
nim-heap-rf-learning,nim_heap_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Instruct,0.15,2889.3,509.7,34.1,12,34672,6116,2407.8
nim-heap-rf-learning,nim_heap_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Thinking,0.15,,,,,,,
norkvash-scalar-lang-learning,norkvash_scalar_lang_learning,Language Learning,Claude Haiku 4.5,0.46,1897.3,151.8,17.83,11,20870,1670,1492.5
norkvash-scalar-lang-learning,norkvash_scalar_lang_learning,Language Learning,Claude Opus 4.6,0.5800000000000001,,,,,,,
norkvash-scalar-lang-learning,norkvash_scalar_lang_learning,Language Learning,Claude Sonnet 4.6,0.0,,,,,,,
norkvash-scalar-lang-learning,norkvash_scalar_lang_learning,Language Learning,DeepSeek V3.2,0.52,,,,,,,
norkvash-scalar-lang-learning,norkvash_scalar_lang_learning,Language Learning,GLM-5,0.8200000000000001,,,,,,,
norkvash-scalar-lang-learning,norkvash_scalar_lang_learning,Language Learning,GPT-5.4,0.8200000000000001,,,,,,,
norkvash-scalar-lang-learning,norkvash_scalar_lang_learning,Language Learning,GPT-5.4 mini,0.5700000000000001,,,,,,,
norkvash-scalar-lang-learning,norkvash_scalar_lang_learning,Language Learning,GPT-5.4 nano,0.0,,,,,,,
norkvash-scalar-lang-learning,norkvash_scalar_lang_learning,Language Learning,Gemini 2.5 Flash,0.4,,,,,,,
norkvash-scalar-lang-learning,norkvash_scalar_lang_learning,Language Learning,Gemini 3.1 Flash-Lite Preview,0.25,,,,,,,
norkvash-scalar-lang-learning,norkvash_scalar_lang_learning,Language Learning,Gemini 3.1 Pro Preview,0.5800000000000001,,,,,,,
norkvash-scalar-lang-learning,norkvash_scalar_lang_learning,Language Learning,Gemma 4 26B A4B,0.26,,,,,,,
norkvash-scalar-lang-learning,norkvash_scalar_lang_learning,Language Learning,Qwen 3 Next 80B Instruct,0.76,,,,,,,
norkvash-scalar-lang-learning,norkvash_scalar_lang_learning,Language Learning,Qwen 3 Next 80B Thinking,0.5,,,,,,,
occasion-setting-assoc-learning,occasion_setting_assoc_learning,Associative Learning,Claude Haiku 4.5,0.8571428571428571,2772.0,296.0,2.77,1,2772,296,1544.0
occasion-setting-assoc-learning,occasion_setting_assoc_learning,Associative Learning,Claude Opus 4.6,1.0,,,,,,,
occasion-setting-assoc-learning,occasion_setting_assoc_learning,Associative Learning,Claude Sonnet 4.6,1.0,,,,,,,
occasion-setting-assoc-learning,occasion_setting_assoc_learning,Associative Learning,DeepSeek V3.2,0.7857142857142857,,,,,,,
occasion-setting-assoc-learning,occasion_setting_assoc_learning,Associative Learning,GLM-5,0.9285714285714286,,,,,,,
occasion-setting-assoc-learning,occasion_setting_assoc_learning,Associative Learning,GPT-5.4,1.0,,,,,,,
occasion-setting-assoc-learning,occasion_setting_assoc_learning,Associative Learning,GPT-5.4 mini,0.9285714285714286,,,,,,,
occasion-setting-assoc-learning,occasion_setting_assoc_learning,Associative Learning,GPT-5.4 nano,0.5,,,,,,,
occasion-setting-assoc-learning,occasion_setting_assoc_learning,Associative Learning,Gemini 2.5 Flash,0.6428571428571429,,,,,,,
occasion-setting-assoc-learning,occasion_setting_assoc_learning,Associative Learning,Gemini 3.1 Flash-Lite Preview,1.0,,,,,,,
occasion-setting-assoc-learning,occasion_setting_assoc_learning,Associative Learning,Gemini 3.1 Pro Preview,0.7857142857142857,,,,,,,
occasion-setting-assoc-learning,occasion_setting_assoc_learning,Associative Learning,Gemma 4 26B A4B,0.8571428571428571,,,,,,,
occasion-setting-assoc-learning,occasion_setting_assoc_learning,Associative Learning,Qwen 3 Next 80B Instruct,0.8571428571428571,,,,,,,
occasion-setting-assoc-learning,occasion_setting_assoc_learning,Associative Learning,Qwen 3 Next 80B Thinking,0.7857142857142857,,,,,,,
overexpectation-assoc-learning,overexpectation_assoc_learning,Associative Learning,Claude Haiku 4.5,0.25,,,,,,,
overexpectation-assoc-learning,overexpectation_assoc_learning,Associative Learning,Claude Opus 4.6,0.25,2112.0,240.0,5.72,1,2112,240,4597.0
overexpectation-assoc-learning,overexpectation_assoc_learning,Associative Learning,Claude Sonnet 4.6,0.25,,,,,,,
overexpectation-assoc-learning,overexpectation_assoc_learning,Associative Learning,DeepSeek V3.2,0.25,,,,,,,
overexpectation-assoc-learning,overexpectation_assoc_learning,Associative Learning,GLM-5,0.625,,,,,,,
overexpectation-assoc-learning,overexpectation_assoc_learning,Associative Learning,GPT-5.4,0.5,,,,,,,
overexpectation-assoc-learning,overexpectation_assoc_learning,Associative Learning,GPT-5.4 mini,0.5,,,,,,,
overexpectation-assoc-learning,overexpectation_assoc_learning,Associative Learning,GPT-5.4 nano,0.0,,,,,,,
overexpectation-assoc-learning,overexpectation_assoc_learning,Associative Learning,Gemini 2.5 Flash,0.25,,,,,,,
overexpectation-assoc-learning,overexpectation_assoc_learning,Associative Learning,Gemini 3.1 Flash-Lite Preview,0.25,,,,,,,
overexpectation-assoc-learning,overexpectation_assoc_learning,Associative Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
overexpectation-assoc-learning,overexpectation_assoc_learning,Associative Learning,Gemma 4 26B A4B,0.875,,,,,,,
overexpectation-assoc-learning,overexpectation_assoc_learning,Associative Learning,Qwen 3 Next 80B Instruct,0.25,,,,,,,
overexpectation-assoc-learning,overexpectation_assoc_learning,Associative Learning,Qwen 3 Next 80B Thinking,0.25,,,,,,,
pelvan-agreement-lang-learning,pelvan_agreement_lang_learning,Language Learning,Claude Haiku 4.5,0.1,2020.1,123.9,19.65,14,28281,1735,1237.0
pelvan-agreement-lang-learning,pelvan_agreement_lang_learning,Language Learning,Claude Opus 4.6,0.1,,,,,,,
pelvan-agreement-lang-learning,pelvan_agreement_lang_learning,Language Learning,Claude Sonnet 4.6,0.11363636363636365,,,,,,,
pelvan-agreement-lang-learning,pelvan_agreement_lang_learning,Language Learning,DeepSeek V3.2,0.2090909090909091,,,,,,,
pelvan-agreement-lang-learning,pelvan_agreement_lang_learning,Language Learning,GLM-5,0.6272727272727273,,,,,,,
pelvan-agreement-lang-learning,pelvan_agreement_lang_learning,Language Learning,GPT-5.4,0.3090909090909091,,,,,,,
pelvan-agreement-lang-learning,pelvan_agreement_lang_learning,Language Learning,GPT-5.4 mini,0.0,,,,,,,
pelvan-agreement-lang-learning,pelvan_agreement_lang_learning,Language Learning,GPT-5.4 nano,0.0,,,,,,,
pelvan-agreement-lang-learning,pelvan_agreement_lang_learning,Language Learning,Gemini 2.5 Flash,0.2,,,,,,,
pelvan-agreement-lang-learning,pelvan_agreement_lang_learning,Language Learning,Gemini 3.1 Flash-Lite Preview,0.0,,,,,,,
pelvan-agreement-lang-learning,pelvan_agreement_lang_learning,Language Learning,Gemini 3.1 Pro Preview,0.42272727272727273,,,,,,,
pelvan-agreement-lang-learning,pelvan_agreement_lang_learning,Language Learning,Gemma 4 26B A4B,0.0,,,,,,,
pelvan-agreement-lang-learning,pelvan_agreement_lang_learning,Language Learning,Qwen 3 Next 80B Instruct,0.19545454545454544,,,,,,,
pelvan-agreement-lang-learning,pelvan_agreement_lang_learning,Language Learning,Qwen 3 Next 80B Thinking,0.2090909090909091,,,,,,,
perm-fixed-points-rf-learning,perm_fixed_points_rf_learning,Reinforcement Learning,Claude Haiku 4.5,0.04,,,,,,,
perm-fixed-points-rf-learning,perm_fixed_points_rf_learning,Reinforcement Learning,Claude Opus 4.6,0.0,,,,,,,
perm-fixed-points-rf-learning,perm_fixed_points_rf_learning,Reinforcement Learning,Claude Sonnet 4.6,0.12,,,,,,,
perm-fixed-points-rf-learning,perm_fixed_points_rf_learning,Reinforcement Learning,DeepSeek V3.2,0.12,,,,,,,
perm-fixed-points-rf-learning,perm_fixed_points_rf_learning,Reinforcement Learning,GLM-5,0.8179,,,,,,,
perm-fixed-points-rf-learning,perm_fixed_points_rf_learning,Reinforcement Learning,GPT-5.4,0.12,,,,,,,
perm-fixed-points-rf-learning,perm_fixed_points_rf_learning,Reinforcement Learning,GPT-5.4 mini,0.12,,,,,,,
perm-fixed-points-rf-learning,perm_fixed_points_rf_learning,Reinforcement Learning,GPT-5.4 nano,0.12,,,,,,,
perm-fixed-points-rf-learning,perm_fixed_points_rf_learning,Reinforcement Learning,Gemini 2.5 Flash,0.0,,,,,,,
perm-fixed-points-rf-learning,perm_fixed_points_rf_learning,Reinforcement Learning,Gemini 3.1 Flash-Lite Preview,0.0,,,,,,,
perm-fixed-points-rf-learning,perm_fixed_points_rf_learning,Reinforcement Learning,Gemini 3.1 Pro Preview,0.8607,,,,,,,
perm-fixed-points-rf-learning,perm_fixed_points_rf_learning,Reinforcement Learning,Gemma 4 26B A4B,0.0,,,,,,,
perm-fixed-points-rf-learning,perm_fixed_points_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Instruct,0.0,15871.5,761.6,185.5,28,444401,21324,4052.4
perm-fixed-points-rf-learning,perm_fixed_points_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Thinking,1.0,,,,,,,
perm-footrule-rf-learning,perm_footrule_rf_learning,Reinforcement Learning,Claude Haiku 4.5,0.0,,,,,,,
perm-footrule-rf-learning,perm_footrule_rf_learning,Reinforcement Learning,Claude Opus 4.6,0.0,,,,,,,
perm-footrule-rf-learning,perm_footrule_rf_learning,Reinforcement Learning,Claude Sonnet 4.6,0.9464,,,,,,,
perm-footrule-rf-learning,perm_footrule_rf_learning,Reinforcement Learning,DeepSeek V3.2,0.0667,,,,,,,
perm-footrule-rf-learning,perm_footrule_rf_learning,Reinforcement Learning,GLM-5,0.9786,,,,,,,
perm-footrule-rf-learning,perm_footrule_rf_learning,Reinforcement Learning,GPT-5.4,0.9464,,,,,,,
perm-footrule-rf-learning,perm_footrule_rf_learning,Reinforcement Learning,GPT-5.4 mini,0.0667,,,,,,,
perm-footrule-rf-learning,perm_footrule_rf_learning,Reinforcement Learning,GPT-5.4 nano,0.0667,385.5,8.0,20.95,28,10794,224,647.2
perm-footrule-rf-learning,perm_footrule_rf_learning,Reinforcement Learning,Gemini 2.5 Flash,0.0,,,,,,,
perm-footrule-rf-learning,perm_footrule_rf_learning,Reinforcement Learning,Gemini 3.1 Flash-Lite Preview,0.0,,,,,,,
perm-footrule-rf-learning,perm_footrule_rf_learning,Reinforcement Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
perm-footrule-rf-learning,perm_footrule_rf_learning,Reinforcement Learning,Gemma 4 26B A4B,1.0,,,,,,,
perm-footrule-rf-learning,perm_footrule_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Instruct,0.0,,,,,,,
perm-footrule-rf-learning,perm_footrule_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Thinking,0.0,,,,,,,
phonological-alternation-harmony-obs-learning,phonological_alternation_harmony_obs_learning,Observational Learning,Claude Haiku 4.5,0.75,1044.0,101.0,2.22,1,1044,101,1066.0
phonological-alternation-harmony-obs-learning,phonological_alternation_harmony_obs_learning,Observational Learning,Claude Opus 4.6,1.0,,,,,,,
phonological-alternation-harmony-obs-learning,phonological_alternation_harmony_obs_learning,Observational Learning,Claude Sonnet 4.6,1.0,,,,,,,
